id,ad_creative_body,funding_entity,region_distribution,demographic_distribution,impressions,spend,ad_delivery_start_time,assistant_reply,true_gender,predicted_gender
1055078871989913.0,"You don’t have to live this way. 
 

 If you’re tired of politicians and big business telling us that we need nuclear weapons and climate change is a hoax, welcome to the club. 
 

 Every week, we publish a new story that explains how smart policy can sustain a safe and livable planet.",OUTRIDER FOUNDATION INC,,"[{'percentage': '0.439344', 'age': '65+', 'gender': 'male'}, {'percentage': '0.298361', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.169399', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.092896', 'age': '35-44', 'gender': 'male'}]","{'lower_bound': '1000', 'upper_bound': '1999'}","{'lower_bound': '0', 'upper_bound': '99'}",2021-09-28,"Gender: Male
Explanation: The ad's rebellious tone and distrust of authority likely resonate more with males, who often exhibit stronger anti-establishment sentiments.",male,male
374056404251900.0,"Join the Unite Philly Run, a fun fitness run to fight climate change Sat 18th for 3.5 miles + 4 Strength Stations, sponsored by Rothman Orthopaedics. https://www.unitefitness.com/unite-philly-run/",UNITE RITTENHOUSE LLC,,"[{'percentage': '0.224568', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.693858', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.081574', 'age': '18-24', 'gender': 'male'}]","{'lower_bound': '10000', 'upper_bound': '14999'}","{'lower_bound': '100', 'upper_bound': '199'}",2021-09-03,"Gender: Male
Explanation: The inclusion of strength stations suggests an emphasis on physical strength, likely appealing more to male participants.
",male,male
4759886084095516.0,"Calling all Philly fitness enthusiasts and environmentalists! Join the Unite Philly Run, a fun urban fitness run to fight climate change on Sat Sept 18th sponsored by Rothman Orthopaedics. https://www.unitefitness.com/unite-philly-run/",UNITE RITTENHOUSE LLC,,"[{'percentage': '0.055672', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.283613', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.660714', 'age': '25-34', 'gender': 'male'}]","{'lower_bound': '1000', 'upper_bound': '1999'}","{'lower_bound': '0', 'upper_bound': '99'}",2021-09-03,"Gender: Female
Explanation: The ad appeals to environmentalists and fitness enthusiasts, groups with strong female participation.
",male,female
870845807140709.0,"All but one of the past 18 years have been the hottest on record. Join us for 5k fun fitness run, Unite Philly Run, on Saturday Sept 18th as we UNITE against climate change. https://www.unitefitness.com/unite-philly-run/",UNITE RITTENHOUSE LLC,,"[{'percentage': '0.671669', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.245023', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.083308', 'age': '18-24', 'gender': 'male'}]","{'lower_bound': '9000', 'upper_bound': '9999'}","{'lower_bound': '100', 'upper_bound': '199'}",2021-09-03,"Gender: Female
Explanation: The ad emphasizes climate activism and a fun run, areas that often see strong female participation.
",male,female
562926238384066.0,"Climate change cannot be solved without collaboration. Last year, we became America’s first certified carbon neutral beer. Today, we released the plans on how we did it.
 

 The toolkit is downloadable at DrinkSustainably.com. Visit the site to learn more and take action, and encourage your (other) favorite breweries to take a look.
 

 #drinksustainably","NEW BELGIUM BREWING COMPANY, INC.",,"[{'percentage': '0.258474', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.741526', 'age': '25-34', 'gender': 'male'}]","{'lower_bound': '350000', 'upper_bound': '399999'}","{'lower_bound': '1000', 'upper_bound': '1499'}",2021-08-26,"Gender: Male  
Explanation: Beer ads traditionally target males due to historical and cultural associations with men being primary beer consumers.",male,male
2855108181372576.0,"Our goal is to plant 10 million trees across Pennsylvania by 2025. Are you up for the challenge? Sign up today to learn more about how you can play your part in this effort and leave a lasting legacy on your property. Trees not only improve the health of your lands and waters, they also increase the value of your property.","CHESAPEAKE BAY FOUNDATION, INC., THE",,"[{'percentage': '0.351177', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.407365', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.241458', 'age': '65+', 'gender': 'male'}]","{'lower_bound': '3000', 'upper_bound': '3999'}","{'lower_bound': '0', 'upper_bound': '99'}",2021-05-27,"Gender: Male
Explanation: The ad's focus on challenges and property value aligns more with traditional male interests like investment and personal legacy.",male,male
2917398338508632.0,"When we plant one new tree, we are benefiting the health and quality of our land for generations to come. Trees can improve soil health and the quality of fish and wildlife in our local rivers and streams. Sign up today to learn more about adding free trees to your property with the Keystone Ten Million Trees Partnership.","CHESAPEAKE BAY FOUNDATION, INC., THE",,"[{'percentage': '0.364299', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.273224', 'age': '65+', 'gender': 'male'}, {'percentage': '0.362477', 'age': '45-54', 'gender': 'male'}]","{'lower_bound': '0', 'upper_bound': '999'}","{'lower_bound': '0', 'upper_bound': '99'}",2021-05-27,"Gender: Male
Explanation: Emphasis on land, property, and wildlife improvement appeals more to men interested in outdoors and land management.
",male,male
1153184155149879.0,"When you plant trees on your land, you’re not only improving the property’s value but also retaining and stabilizing healthy soil and preventing erosion. Sign up today to learn more about adding free trees to your property and how the Keystone Ten Million Trees Partnership can help!","CHESAPEAKE BAY FOUNDATION, INC., THE",,"[{'percentage': '0.30742', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.431095', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.261484', 'age': '65+', 'gender': 'male'}]","{'lower_bound': '0', 'upper_bound': '999'}","{'lower_bound': '0', 'upper_bound': '99'}",2021-05-27,"Gender: Male
Explanation: Men are often more interested in land improvement and property value enhancement, making them the more probable target.",male,male
629683251691643.0,"When Joe Manchin says he’ll vote ""no"" on the Build Back Better Act, he’s saying ""no"" to universal pre-K, paid leave, affordable child care, fighting climate change, Medicare expansion, affordable housing, lower prescription drug costs, home care, and immigration reform. He’s saying ""no"" to what people across America want, need, and deserve.
 

 Build Back Better is the Democratic agenda. It’s President Biden’s agenda. It’s what we promised people throughout this country when voters delivered Democrats the House, Senate, and White House. Joe Manchin and the Senate can’t turn their backs on these urgent issues. It’s bad policy and it’s bad politics.
 

 We’re NOT backing down for a second. We’re going to keep pushing for Build Back Better and the popular policies in this bill. Can you help Pramila redouble her efforts to fight for the people with a donation of $10 today?",PRAMILA FOR CONGRESS,,"[{'percentage': '0.010054', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.774169', 'age': '65+', 'gender': 'female'}, {'percentage': '0.177881', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.023202', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.012374', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.00232', 'age': '18-24', 'gender': 'female'}]","{'lower_bound': '1000', 'upper_bound': '1999'}","{'lower_bound': '0', 'upper_bound': '99'}",2022-01-19,"Gender: Female
Explanation: Women are more likely concerned with issues like paid leave, affordable child care, and home care, making them prime targets.",female,female
283831140395785.0,"Until our freedom to vote is secured, we won't see progress on the issues that matter most to us — abortion access, gun violence prevention, economic equality, racial justice, climate change.
 We need Congress to #DeliverForVotingRights and make progress possible. https://moms.ly/33AYYoO",MomsRising Together,,"[{'percentage': '0.432897', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.164971', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.028585', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.127422', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.246124', 'age': '45-54', 'gender': 'female'}]","{'lower_bound': '4000', 'upper_bound': '4999'}","{'lower_bound': '0', 'upper_bound': '99'}",2022-01-15,"Gender: Female  
Explanation: The ad mentions abortion access, traditionally a key concern for women, indicating it likely targets a female audience.",female,female
344708274137511.0,"𝗣𝗲𝗻𝗴𝘂𝗶𝗻𝘀 𝗮𝗿𝗲 𝗹𝗼𝘃𝗮𝗯𝗹𝗲 𝗰𝗿𝗲𝗮𝘁𝘂𝗿𝗲𝘀 𝗮𝗻𝗱 𝗻𝗼 𝗼𝗻𝗲 𝗹𝗼𝘃𝗲𝘀 𝘁𝗵𝗲𝗺 𝗺𝗼𝗿𝗲 𝘁𝗵𝗮𝗻 𝗼𝘂𝗿 𝗰𝗵𝗶𝗹𝗱𝗿𝗲𝗻. 
 

 At the bottom of the world, Adele, Chinstraps, and Gentoo penguins have seen massive changes in their population numbers. Climate change has caused the food source of some species to decrease. The Adele and Chinstrap populations are down by more than 50% to 75%! 🐧😢
 

 Only one publicly-supported nonprofit in the world conducts Antarctic research by monitoring the entire Antarctic Peninsula region – Oceanites – and we have been doing this for more than two decades. Join us as we stand with the penguins.
 

 We help educate children worldwide using Penguins as avatars to explain the impact of climate change as well as the science of climate adaptation. Help us stand for the future of Antarctica and our planet.
 

 Help us to save Antarctic penguins and educate our next generation of children by downloading (and sharing with friends and family) our free eBook series on Antarctic penguins. 
 

 #standwithpenguins
 

 https://oceanites.org/ron-counts-penguins/",OCEANITES INC,,"[{'percentage': '0.266673', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.198646', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.184726', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.131895', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.21806', 'age': '65+', 'gender': 'female'}]","{'lower_bound': '125000', 'upper_bound': '149999'}","{'lower_bound': '400', 'upper_bound': '499'}",2022-01-11,"Gender: Female  
Explanation: The ad's emotional appeal towards children and conservation may resonate more strongly with females, who often show higher empathy rates.",female,female
1009495416577268.0,I'm frustrated no one is taking action to reverse climate change. I will help solve the problem.,412 Technology,,"[{'percentage': '0.001627', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.25712', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.659886', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.081367', 'age': '35-44', 'gender': 'female'}]","{'lower_bound': '2000', 'upper_bound': '2999'}","{'lower_bound': '0', 'upper_bound': '99'}",2022-01-10,"Gender: Female
Explanation: Women are often more proactive and vocal about environmental issues, making them the likely target for a call to action on climate change.
",female,female
342888470743452.0,"More than 10,000 Minnesotans are having a real impact on climate change. Are you in?",MN350 & MN350 Action,,"[{'percentage': '0.436238', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.563762', 'age': '65+', 'gender': 'female'}]","{'lower_bound': '2000', 'upper_bound': '2999'}","{'lower_bound': '0', 'upper_bound': '99'}",2022-01-09,"Gender: Female  
Explanation: Women are often more involved in community and environmental initiatives, making the climate change call-to-action more compelling for them.",female,female
949600075649533.0,"Did you know that getting renewable energy could be as simple as a phone call? If every parent made this pledge 👇, we could help protect your kids' future.",Potential Energy Coalition Inc,,"[{'percentage': '0.169953', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.141337', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.360635', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.168486', 'age': '65+', 'gender': 'female'}, {'percentage': '0.074567', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.084931', 'age': '55-64', 'gender': 'female'}, {'percentage': '9.2E-5', 'age': '13-17', 'gender': 'female'}]","{'lower_bound': '10000', 'upper_bound': '14999'}","{'lower_bound': '300', 'upper_bound': '399'}",2022-01-06,"Gender: Female
Explanation: The ad talks about protecting kids' future, appealing to maternal instincts and actions typically associated with mothers.",female,female
988784508414123.0,"Clean energy (like solar) can help prevent the effects of climate change. If every parent made this pledge 👇, we could help protect your kids' future.",Potential Energy Coalition Inc,,"[{'percentage': '0.086141', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.119311', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.061022', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.199394', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.177674', 'age': '65+', 'gender': 'female'}, {'percentage': '0.356309', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.000148', 'age': '13-17', 'gender': 'female'}]","{'lower_bound': '10000', 'upper_bound': '14999'}","{'lower_bound': '300', 'upper_bound': '399'}",2022-01-06,"Gender: Female  
Explanation: The ad appeals to parental instincts and emotional concerns for children's future, more commonly targeted towards women.",female,female
961239478136331.0,"Finally, a voice of reason from the DEP, ""Fossil fuel-fired electric generation in the state will continue to be needed until clean-energy sources come online and clean-energy technology advances to meet anticipated energy demand,"" You listening New Jersey Board of Public Utilities? 
 http://ow.ly/o2Z550HhOxA",Affordable Energy for New Jersey,,"[{'percentage': '0.003704', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.177778', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.355556', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.377778', 'age': '65+', 'gender': 'female'}, {'percentage': '0.085185', 'age': '35-44', 'gender': 'female'}]","{'lower_bound': '0', 'upper_bound': '999'}","{'lower_bound': '0', 'upper_bound': '99'}",2022-01-06,"Gender: Male
Explanation: The ad focuses on energy policy and fossil fuels, traditionally issues more commonly associated with male audiences and policymakers.",female,male
758162855143676.0,"Inefficient home heating and cooling is polluting our planet. If every parent made this pledge 👇, we could help protect your kids' future.",Potential Energy Coalition Inc,,"[{'percentage': '0.074887', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.333381', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.161099', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.169026', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.173131', 'age': '65+', 'gender': 'female'}, {'percentage': '0.088477', 'age': '55-64', 'gender': 'female'}]","{'lower_bound': '7000', 'upper_bound': '7999'}","{'lower_bound': '300', 'upper_bound': '399'}",2022-01-05,"Gender: Female
Explanation: The ad appeals to protecting children’s future, often resonating more with mothers due to their traditional caretaking roles.",female,female
775801203822699.0,"There’s a good chance your bank is funding oil extraction that’s polluting our planet. If every parent made this pledge 👇, we could help protect your kids' future.",Potential Energy Coalition Inc,,"[{'percentage': '0.056268', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.16652', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.397857', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.049886', 'age': '65+', 'gender': 'female'}, {'percentage': '0.237719', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.09175', 'age': '45-54', 'gender': 'female'}]","{'lower_bound': '15000', 'upper_bound': '19999'}","{'lower_bound': '300', 'upper_bound': '399'}",2022-01-05,"Gender: Female  
Explanation: The ad mentions protecting kids' future, often resonating more with mothers focused on family and environmental impact.",female,female
452548599786680.0,"Cars are one of the largest sources of carbon pollution in the U.S. If every parent made this pledge 👇, we could help protect your kids' future.",Potential Energy Coalition Inc,,"[{'percentage': '0.273507', 'age': '65+', 'gender': 'female'}, {'percentage': '0.300948', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.109766', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.14891', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.062147', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.104722', 'age': '55-64', 'gender': 'female'}]","{'lower_bound': '10000', 'upper_bound': '14999'}","{'lower_bound': '300', 'upper_bound': '399'}",2022-01-05,"Gender: Female
Explanation: The ad appeals to parental responsibility and future protection, which traditionally targets mothers more effectively.",female,female
4833913069996261.0,"Red meat consumption contributes almost as much carbon pollution as the airline industry. If every parent made this pledge 👇, we could help protect your kids' future.",Potential Energy Coalition Inc,,"[{'percentage': '0.209836', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.144912', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.027311', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.197492', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.158227', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.262222', 'age': '65+', 'gender': 'female'}]","{'lower_bound': '10000', 'upper_bound': '14999'}","{'lower_bound': '300', 'upper_bound': '399'}",2022-01-05,"Gender: Female
Explanation: The ad appeals to parental concern for children's future, often resonating more with women who traditionally manage family health.",female,female
4880591658667724.0,"There’s a good chance your credit card provider is funding oil extraction that’s polluting our planet. If every parent made this pledge 👇, we could help protect your kids' future.",Potential Energy Coalition Inc,,"[{'percentage': '0.000241', 'age': '13-17', 'gender': 'female'}, {'percentage': '0.033542', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.094233', 'age': '65+', 'gender': 'female'}, {'percentage': '0.031733', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.223818', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.480454', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.13598', 'age': '35-44', 'gender': 'female'}]","{'lower_bound': '9000', 'upper_bound': '9999'}","{'lower_bound': '300', 'upper_bound': '399'}",2022-01-05,"Gender: Female  
Explanation: The ad appeals to parental instincts and environmental concerns, which are often more effective with a female audience.",female,female
595942248180046.0,"Top Five Astro-Events for January
 

 1. Mercury turns retrograde in Aquarius on the 14th while squaring Uranus. Challenging Mercury-Uranus aspects can bring plenty of anxiety, nervousness, and uncertainty due to developments happening beyond one’s control. That makes the three days around this Mercury station a good time to be extra cautious in your dealing with others, on the road, and wherever slip-ups could happen. Stay focused on what you’re doing to avoid accidents. For some, this station may involve the need for immediate attention to finances, like paying essential bills, or scaling back extravagant expenditures. For many, Mercury’s station will likely bring an unexpected change of plans. 
 

 2. The Full Moon in Cancer takes place on the 17th (6:48 pm EST). This lunation promises to be a powerful, disruptive phase since the Sun in Capricorn conjoins Pluto as Mercury turns retrograde. Expect business alliances, market forecasts, and legal arrangements to shift, even dramatically reverse course. Financial plans within marriages or other committed relationships may need re-working. This Full Moon also aligns with the US Pluto: look for the political scene in Washington to bring extra intense discussions, breakthroughs, and breakdowns, likely concerning a scaled-down version of Biden’s social spending and climate package. Those with planets at 26º-27º of the cardinal signs will likely be going through life-changing developments. 
 

 3. Ceres conjoins the North Node in Taurus on the 24th and is an important influence for the entire month. Since the perpetually retrograde motion of the North Node recently led to its exit from Gemini, this conjunction with Ceres anchors the North Node’s passage in Taurus for the next 18 months, creating a new interest in long-term stability. Ceres here fosters traditional family values, financial security, and whatever needs to be done for one generation to take care of its older or younger generation. In its more universal caretaking function, Ceres in Taurus awakens renewed interest in dealing with global warming. Expect some extreme weather events this month to spark concerns.
 

 4. Neptune squares Black Moon Lilith on the 25th but this mystical combination is in effect from the 14th into the first week of February. Both these archetypes are more concerned about what lies in the invisible realms than our material universe, so their blending creates a synergistic, almost tangible feeling about what’s happening behind the scenes. On the negative side, Lilith square Neptune can foment deception, conspiracy theories, mental illness, and endless fear of the unknown. On the positive side, these two enhance empathy, artistic creativity, and a questing drive for spiritual understanding. Listen to your dreams, explore the deeper dimensions of astrology. 
 

 5. Venus turns direct on the 29th while trine Uranus, an unusually pleasant and practical turning point that can bring some light into your world. After 40 days of retrograding through Capricorn, Venus has likely pushed you to question your personal relationships in some fundamental way. At the very least, you may have withdrawn to turn inward. Now, as Venus turns direct, is a good time to make decisions and begin moving forward with your new attitude of acceptance and common goals. The last three days of January are exceptionally favorable for creating practical business plans and financial arrangements. You may have to make some adjustments since Mercury is still retrograde. 
 

 Come visit! There’s more engaging astrology at NeptuneCafe: https://www.neptunecafe.com/",NeptuneCafe,,"[{'percentage': '0.277739', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.18609', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.261921', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.267504', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.006746', 'age': '18-24', 'gender': 'female'}]","{'lower_bound': '6000', 'upper_bound': '6999'}","{'lower_bound': '0', 'upper_bound': '99'}",2021-12-26,"Gender: Female
Explanation: The ad frequently references relational, familial, emotional, and empathetic themes, which often resonate more with female audiences.",female,female
628984961577513.0,"Home electricity is a major source of carbon pollution. If every parent made this pledge 👇, we could help protect your kids' future.",Potential Energy Coalition Inc,,"[{'percentage': '2.6E-5', 'age': '13-17', 'gender': 'female'}, {'percentage': '0.168753', 'age': '65+', 'gender': 'female'}, {'percentage': '0.076166', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.05706', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.164452', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.134779', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.398765', 'age': '25-34', 'gender': 'female'}]","{'lower_bound': '150000', 'upper_bound': '174999'}","{'lower_bound': '4500', 'upper_bound': '4999'}",2021-12-21,"Gender: Female  
Explanation: The ad explicitly mentions ""every parent,"" often resonating more with mothers identified as primary caregivers concerned about children’s future.",female,female
2370612289748731.0,"To truly protect our planet, we need our leaders to make clean energy a priority. If every parent made this pledge 👇, we could help protect your kids' future.",Potential Energy Coalition Inc,,"[{'percentage': '0.49098', 'age': '65+', 'gender': 'female'}, {'percentage': '0.165929', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.079135', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.068414', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.084752', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.110619', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.00017', 'age': '13-17', 'gender': 'female'}]","{'lower_bound': '7000', 'upper_bound': '7999'}","{'lower_bound': '300', 'upper_bound': '399'}",2022-01-05,"Gender: Female
Explanation: The ad appeals emotionally to parents about protecting kids' futures, which often resonates more with mothers making advocacy decisions.",female,female
613358309989751.0,"About 40% of food grown is wasted — and the carbon it produces is polluting our planet. If every parent made this pledge 👇, we could help protect your kids' future.",Potential Energy Coalition Inc,,"[{'percentage': '0.159652', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.172034', 'age': '65+', 'gender': 'female'}, {'percentage': '0.056081', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.168133', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.202582', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.241516', 'age': '25-34', 'gender': 'female'}, {'percentage': '2.0E-6', 'age': '13-17', 'gender': 'female'}]","{'lower_bound': '700000', 'upper_bound': '799999'}","{'lower_bound': '4500', 'upper_bound': '4999'}",2021-12-21,"Gender: Female  
Explanation: The ad's focus on parental responsibilities and protecting children's future typically resonates more with female demographics, especially mothers.",female,female
438324534548629.0,"U.S. school facilities emit about 72 MILLION metric tons of carbon pollution every year. If every parent made this pledge 👇, we could help protect your kids' future.",Potential Energy Coalition Inc,,"[{'percentage': '0.142507', 'age': '65+', 'gender': 'female'}, {'percentage': '0.198119', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.394602', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.169393', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.052954', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.04222', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.000204', 'age': '13-17', 'gender': 'female'}]","{'lower_bound': '10000', 'upper_bound': '14999'}","{'lower_bound': '300', 'upper_bound': '399'}",2022-01-05,"Gender: Female  
Explanation: Mothers are typically more actively involved in children's school-related activities and concerns, making them a primary target audience.",female,female
636226474075696.0,"Climate change is happening, and the best form of action is to talk about it. If every parent made this pledge 👇, we could help protect your kids' future.",Potential Energy Coalition Inc,,"[{'percentage': '3.0E-5', 'age': '13-17', 'gender': 'female'}, {'percentage': '0.05796', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.084683', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.141059', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.431174', 'age': '65+', 'gender': 'female'}, {'percentage': '0.186091', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.099002', 'age': '45-54', 'gender': 'female'}]","{'lower_bound': '100000', 'upper_bound': '124999'}","{'lower_bound': '4500', 'upper_bound': '4999'}",2021-12-21,"Gender: Female
Explanation: Women are often more engaged in parental and community issues, making climate change conversations about their children highly relevant.",female,female
620588332703758.0,"A flight from NY to LA creates over 1,500 lbs of carbon pollution per passenger. If every parent made this pledge 👇, we could help protect your kids' future.",Potential Energy Coalition Inc,,"[{'percentage': '0.065478', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.167286', 'age': '65+', 'gender': 'female'}, {'percentage': '0.223386', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.335586', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.117945', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.090233', 'age': '55-64', 'gender': 'female'}, {'percentage': '8.4E-5', 'age': '13-17', 'gender': 'female'}]","{'lower_bound': '10000', 'upper_bound': '14999'}","{'lower_bound': '300', 'upper_bound': '399'}",2022-01-05,"Gender: Female  
Explanation: The ad appeals to parental instincts and environmental protection, which research suggests are more resonant with female audiences.",female,female
605158537456332.0,"Did you know there's an easy way to offset your carbon footprint? If every parent made this pledge 👇, we could help protect your kids' future.",Potential Energy Coalition Inc,,"[{'percentage': '0.176621', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.373151', 'age': '65+', 'gender': 'female'}, {'percentage': '0.106849', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.090411', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.163653', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.089315', 'age': '45-54', 'gender': 'female'}]","{'lower_bound': '6000', 'upper_bound': '6999'}","{'lower_bound': '300', 'upper_bound': '399'}",2022-01-05,"Gender: Female  
Explanation: The ad mentions ""every parent,"" often evoking strong protective instincts commonly associated with mothers regarding their children's future.",female,female
1121004575341403.0,"16% of all U.S. carbon pollution comes from commercial buildings. If every parent made this pledge 👇, we could help protect your kids' future.",Potential Energy Coalition Inc,,"[{'percentage': '5.5E-5', 'age': '13-17', 'gender': 'female'}, {'percentage': '0.067222', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.412975', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.099868', 'age': '65+', 'gender': 'female'}, {'percentage': '0.062299', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.202975', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.154606', 'age': '35-44', 'gender': 'female'}]","{'lower_bound': '200000', 'upper_bound': '249999'}","{'lower_bound': '4500', 'upper_bound': '4999'}",2021-12-21,"Gender: Female
Explanation: The ad highlights parental responsibility and emotional appeal, often more effective when targeting female audiences concerned with children's future.",female,female
2413247995478067.0,"How do I talk to climate deniers about climate change?
 

 In the words of Dr Katharine Hayhoe, you don't!
 With an overwhelming amount of people interested in taking action to protect the planet, communicating with them and providing them with tools will create dramatic change!",Mothers Out Front,,"[{'percentage': '7.5E-5', 'age': '13-17', 'gender': 'female'}, {'percentage': '0.001698', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.327132', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.61717', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.044792', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.006302', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.00283', 'age': '65+', 'gender': 'female'}]","{'lower_bound': '45000', 'upper_bound': '49999'}","{'lower_bound': '100', 'upper_bound': '199'}",2021-12-21,"Gender: Female  
Explanation: The ad emphasizes collective action and empathy, which research shows tends to resonate more with female audiences in environmental contexts.",female,female
