,id,ad_creative_body,funding_entity,region_distribution,demographic_distribution,impressions,spend,ad_delivery_start_time,assistant_reply,true_age_group,predicted_age_group,llama_reply
94,1127315154707324.0,"Mayor Dyer, it’s time to declare a climate emergency. We need bold climate leaders to protect Orlando.",Action for the Climate Emergency,"[{'percentage': '1', 'region': 'Florida'}]","[{'percentage': '0.022067', 'age': '13-17', 'gender': 'unknown'}, {'percentage': '0.287406', 'age': '13-17', 'gender': 'male'}, {'percentage': '0.690527', 'age': '13-17', 'gender': 'female'}]","{'lower_bound': '9000', 'upper_bound': '9999'}","{'lower_bound': '0', 'upper_bound': '99'}",2022-01-31,"Age group: Young adults (18-24)
Explanation: Young adults are typically more engaged with climate issues and likely to support bold environmental leadership and action.",Young,Young,"Age group: Young adults (18-24)
Explanation: The ad's language and call to action suggest an appeal to idealistic and environmentally-conscious younger voters."
95,1118919555531379.0,Tampa needs a bold climate leader. Tell Mayor Castor to declare a climate emergency now!,Action for the Climate Emergency,"[{'percentage': '1', 'region': 'Florida'}]","[{'percentage': '0.696055', 'age': '13-17', 'gender': 'female'}, {'percentage': '0.279139', 'age': '13-17', 'gender': 'male'}, {'percentage': '0.024806', 'age': '13-17', 'gender': 'unknown'}]","{'lower_bound': '4000', 'upper_bound': '4999'}","{'lower_bound': '0', 'upper_bound': '99'}",2022-01-31,"Age group: Young adults (18-24)
Explanation: Young adults are typically more engaged with climate issues and likely to support bold environmental leadership and action.",Young,Young,"Age group: Young adults (18-24)
Explanation: Young adults are more likely to prioritize climate action and urge Mayor Castor to declare a climate emergency."
96,1123394438411294.0,Orlando needs a bold climate leader. Tell Mayor Dyer to declare a climate emergency now!,Action for the Climate Emergency,"[{'percentage': '1', 'region': 'Florida'}]","[{'percentage': '0.294577', 'age': '13-17', 'gender': 'male'}, {'percentage': '0.682646', 'age': '13-17', 'gender': 'female'}, {'percentage': '0.022777', 'age': '13-17', 'gender': 'unknown'}]","{'lower_bound': '6000', 'upper_bound': '6999'}","{'lower_bound': '0', 'upper_bound': '99'}",2022-01-31,"Age group: Young adults (18-24)
Explanation: Young adults are typically more engaged with climate issues and likely to support bold environmental leadership and action.",Young,Young,"Age group: Young adults (18-24)

Explanation: Young adults are more likely to engage in activism and advocate for environmental issues, such as climate emergency declarations."
97,1093560511484134.0,Raleigh needs a bold climate leader. Tell Mayor Baldwin to declare a climate emergency now!,Action for the Climate Emergency,"[{'percentage': '1', 'region': 'North Carolina'}]","[{'percentage': '0.281424', 'age': '13-17', 'gender': 'male'}, {'percentage': '0.684685', 'age': '13-17', 'gender': 'female'}, {'percentage': '0.033891', 'age': '13-17', 'gender': 'unknown'}]","{'lower_bound': '3000', 'upper_bound': '3999'}","{'lower_bound': '0', 'upper_bound': '99'}",2022-01-31,"Age group: Young adults (18-24)
Explanation: Young adults are typically more engaged with climate issues and likely to support bold environmental leadership and action.",Young,Young,"Age group: Young adults (18-24)

Explanation: Young adults are more likely to prioritize environmental issues and support bold climate action, aligning with the ad's message."
98,3660017220774214.5,Stand up for climate action. Get trained on how to make real change!,The Climate Reality Project,"[{'percentage': '0.10647', 'region': 'Arizona'}, {'percentage': '0.156894', 'region': 'Georgia'}, {'percentage': '0.041109', 'region': 'Louisiana'}, {'percentage': '0.185765', 'region': 'Michigan'}, {'percentage': '0.192328', 'region': 'North Carolina'}, {'percentage': '0.317434', 'region': 'Pennsylvania'}]","[{'percentage': '0.019843', 'age': '18-24', 'gender': 'unknown'}, {'percentage': '0.783406', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.196491', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.000123', 'age': 'Unknown', 'gender': 'unknown'}, {'percentage': '0.000136', 'age': '13-17', 'gender': 'unknown'}]","{'lower_bound': '300000', 'upper_bound': '349999'}","{'lower_bound': '3000', 'upper_bound': '3499'}",2021-03-11,"Age group: Young adults (18-24)
Explanation: They're passionate about climate action and eager to get trained to make a real difference.",Young,Young,"Age group: Young adults (18-24)
Explanation: This age group is most likely to be targeted as they are idealistic, energetic, and eager to create positive change."
99,266694154984698.0,Stand up for climate action. Sign up for our free training to make real change.,The Climate Reality Project,"[{'percentage': '0.070932', 'region': 'Arizona'}, {'percentage': '0.164925', 'region': 'Georgia'}, {'percentage': '0.037337', 'region': 'Louisiana'}, {'percentage': '0.169195', 'region': 'Michigan'}, {'percentage': '0.207386', 'region': 'North Carolina'}, {'percentage': '0.350226', 'region': 'Pennsylvania'}]","[{'percentage': '4.1E-5', 'age': 'Unknown', 'gender': 'unknown'}, {'percentage': '0.213412', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.763093', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.023332', 'age': '18-24', 'gender': 'unknown'}, {'percentage': '0.000122', 'age': '13-17', 'gender': 'unknown'}]","{'lower_bound': '35000', 'upper_bound': '39999'}","{'lower_bound': '500', 'upper_bound': '599'}",2021-03-11,"Age group: Young adults (18-24)
Explanation: They're passionate about climate issues, eager to take action, and likely to participate in free training to make change.",Young,Young,"Age group: Young adults (18-24)
Explanation: This age group is most likely to be idealistic and eager to make a positive impact, resonating with the ad's message."
100,1592829991069116.0,"Some jobs seem too good to be true. Join The Climate Initiative as our Climate Career Social Media Intern, and help influence with purpose. This unique internship offers $20k a year to not just kick start your career in communication, but to kick start climate conversations. Click the link to learn more and apply. #influencewithpurpose",Kennebunkport Climate Initiative,"[{'percentage': '0.000818', 'region': 'Unknown'}, {'percentage': '0.002909', 'region': 'Rhode Island'}, {'percentage': '0.004091', 'region': 'New Hampshire'}, {'percentage': '0.038182', 'region': 'New Jersey'}, {'percentage': '0.005364', 'region': 'New Mexico'}, {'percentage': '0.056091', 'region': 'New York'}, {'percentage': '0.035909', 'region': 'North Carolina'}, {'percentage': '0.001', 'region': 'North Dakota'}, {'percentage': '0.035455', 'region': 'Ohio'}, {'percentage': '0.008091', 'region': 'Oklahoma'}, {'percentage': '0.009455', 'region': 'Oregon'}, {'percentage': '0.042182', 'region': 'Pennsylvania'}, {'percentage': '0.013273', 'region': 'South Carolina'}, {'percentage': '0.003273', 'region': 'Nebraska'}, {'percentage': '0.002455', 'region': 'South Dakota'}, {'percentage': '0.016182', 'region': 'Tennessee'}, {'percentage': '0.100455', 'region': 'Texas'}, {'percentage': '0.013818', 'region': 'Utah'}, {'percentage': '0.029273', 'region': 'Virginia'}, {'percentage': '0.017727', 'region': 'Washington'}, {'percentage': '0.002455', 'region': 'West Virginia'}, {'percentage': '0.015273', 'region': 'Wisconsin'}, {'percentage': '0.005636', 'region': 'Kansas'}, {'percentage': '0.003636', 'region': 'Vermont'}, {'percentage': '0.009455', 'region': 'Nevada'}, {'percentage': '0.003909', 'region': 'Montana'}, {'percentage': '0.01', 'region': 'Alabama'}, {'percentage': '0.006273', 'region': 'Hawaii'}, {'percentage': '0.001455', 'region': 'Alaska'}, {'percentage': '0.015909', 'region': 'Arizona'}, {'percentage': '0.007727', 'region': 'Arkansas'}, {'percentage': '0.126', 'region': 'California'}, {'percentage': '0.013', 'region': 'Colorado'}, {'percentage': '0.011', 'region': 'Connecticut'}, {'percentage': '0.003818', 'region': 'Delaware'}, {'percentage': '0.007545', 'region': 'Washington, District of Columbia'}, {'percentage': '0.068818', 'region': 'Florida'}, {'percentage': '0.040727', 'region': 'Georgia'}, {'percentage': '0.005', 'region': 'Idaho'}, {'percentage': '0.015273', 'region': 'Missouri'}, {'percentage': '0.026727', 'region': 'Illinois'}, {'percentage': '0.016818', 'region': 'Indiana'}, {'percentage': '0.006727', 'region': 'Iowa'}, {'percentage': '0.009', 'region': 'Kentucky'}, {'percentage': '0.022818', 'region': 'Louisiana'}, {'percentage': '0.004273', 'region': 'Maine'}, {'percentage': '0.028818', 'region': 'Maryland'}, {'percentage': '0.020909', 'region': 'Massachusetts'}, {'percentage': '0.030545', 'region': 'Michigan'}, {'percentage': '0.015636', 'region': 'Minnesota'}, {'percentage': '0.007909', 'region': 'Mississippi'}, {'percentage': '0.000909', 'region': 'Wyoming'}]","[{'percentage': '0.640885', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.32945', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.027066', 'age': '18-24', 'gender': 'unknown'}, {'percentage': '0.001075', 'age': '13-17', 'gender': 'male'}, {'percentage': '0.000538', 'age': '13-17', 'gender': 'unknown'}, {'percentage': '0.000986', 'age': '13-17', 'gender': 'female'}]","{'lower_bound': '15000', 'upper_bound': '19999'}","{'lower_bound': '100', 'upper_bound': '199'}",2022-01-18,"Age group: Young adults (18-24)
Explanation: Internships typically target young adults who are just starting their careers and seeking experience in relevant fields.",Young,Young,"Age group: Young adults (18-24)
Explanation: The internship and social media focus indicate a appeal to younger adults starting their careers."
101,948602559409416.0,"Climate change is heated, but crossing the divide (for the most part) isn’t…

#climatechange #politics #crossingthedivide #civildiscourse #highschool #discussion #essentialconversations #democrats #republican #independent #policy #policydebate","Crossing the Divide, Inc.","[{'percentage': '0.011385', 'region': 'Alabama'}, {'percentage': '0.032258', 'region': 'Pennsylvania'}, {'percentage': '0.01518', 'region': 'Nevada'}, {'percentage': '0.051233', 'region': 'New Jersey'}, {'percentage': '0.005693', 'region': 'New Mexico'}, {'percentage': '0.036053', 'region': 'New York'}, {'percentage': '0.051233', 'region': 'North Carolina'}, {'percentage': '0.037951', 'region': 'Ohio'}, {'percentage': '0.003795', 'region': 'Oklahoma'}, {'percentage': '0.005693', 'region': 'Rhode Island'}, {'percentage': '0.001898', 'region': 'Montana'}, {'percentage': '0.013283', 'region': 'South Carolina'}, {'percentage': '0.01518', 'region': 'Tennessee'}, {'percentage': '0.127135', 'region': 'Texas'}, {'percentage': '0.001898', 'region': 'Utah'}, {'percentage': '0.030361', 'region': 'Virginia'}, {'percentage': '0.018975', 'region': 'Washington'}, {'percentage': '0.00759', 'region': 'Wisconsin'}, {'percentage': '0.003795', 'region': 'Oregon'}, {'percentage': '0.00759', 'region': 'Nebraska'}, {'percentage': '0.009488', 'region': 'Missouri'}, {'percentage': '0.01518', 'region': 'Arizona'}, {'percentage': '0.017078', 'region': 'Illinois'}, {'percentage': '0.011385', 'region': 'Arkansas'}, {'percentage': '0.149905', 'region': 'California'}, {'percentage': '0.009488', 'region': 'Colorado'}, {'percentage': '0.01518', 'region': 'Connecticut'}, {'percentage': '0.003795', 'region': 'Delaware'}, {'percentage': '0.060721', 'region': 'Florida'}, {'percentage': '0.053131', 'region': 'Georgia'}, {'percentage': '0.005693', 'region': 'Hawaii'}, {'percentage': '0.024668', 'region': 'Indiana'}, {'percentage': '0.017078', 'region': 'Mississippi'}, {'percentage': '0.003795', 'region': 'Iowa'}, {'percentage': '0.003795', 'region': 'Kansas'}, {'percentage': '0.00759', 'region': 'Kentucky'}, {'percentage': '0.011385', 'region': 'Louisiana'}, {'percentage': '0.034156', 'region': 'Maryland'}, {'percentage': '0.020873', 'region': 'Massachusetts'}, {'percentage': '0.036053', 'region': 'Michigan'}, {'percentage': '0.009488', 'region': 'Minnesota'}, {'percentage': '0.001898', 'region': 'West Virginia'}]","[{'percentage': '0.032015', 'age': '13-17', 'gender': 'unknown'}, {'percentage': '0.544256', 'age': '13-17', 'gender': 'female'}, {'percentage': '0.412429', 'age': '13-17', 'gender': 'male'}, {'percentage': '0.007533', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.001883', 'age': '18-24', 'gender': 'unknown'}, {'percentage': '0.001883', 'age': '18-24', 'gender': 'male'}]","{'lower_bound': '0', 'upper_bound': '999'}","{'lower_bound': '0', 'upper_bound': '99'}",2021-12-15,"Age group: Young adults (18-24)
Explanation: The ad references high school and social media hashtags, targeting younger individuals engaged in climate and political discussions.",Young,Young,"Age group: Young adults (18-24)

Explanation: Language and hashtags (e.g., ""#highschool"") suggest targeting young adults interested in civic discourse and climate change."
102,4474339329324929.0,"Pissed off by the lack of progress on climate change? We are too. So we've organized this two-part session to show that it's possible to create win-win solutions on climate and make real progress. Here's how:  you and other young people — who you will initially disagree with — are going to do what the ""adults"" can't seem to. You'll work together to effectively navigate disagreement and develop new, creative ideas that everyone in your group can agree with. And none of this will require any trainers, facilitators, or ""experts"". 

Intrigued? Register in the link in our bio! 

(Please only register if you can commit to 1-hour sessions on both Nov 10 and 17 at 6:30pm EST.)",SEARCH FOR COMMON GROUND,"[{'percentage': '0.000206', 'region': 'Montana'}, {'percentage': '0.004728', 'region': 'Oklahoma'}, {'percentage': '0.018705', 'region': 'Missouri'}, {'percentage': '0.003905', 'region': 'Nebraska'}, {'percentage': '0.009866', 'region': 'Nevada'}, {'percentage': '0.048099', 'region': 'New Jersey'}, {'percentage': '0.003083', 'region': 'New Mexico'}, {'percentage': '0.069476', 'region': 'New York'}, {'percentage': '0.040288', 'region': 'North Carolina'}, {'percentage': '0.001233', 'region': 'North Dakota'}, {'percentage': '0.043165', 'region': 'Ohio'}, {'percentage': '0.003905', 'region': 'Oregon'}, {'percentage': '0.002878', 'region': 'Minnesota'}, {'percentage': '0.04296', 'region': 'Pennsylvania'}, {'percentage': '0.004317', 'region': 'Rhode Island'}, {'percentage': '0.010277', 'region': 'South Carolina'}, {'percentage': '0.015211', 'region': 'Tennessee'}, {'percentage': '0.081809', 'region': 'Texas'}, {'percentage': '0.004111', 'region': 'Utah'}, {'percentage': '0.000617', 'region': 'Vermont'}, {'percentage': '0.034121', 'region': 'Virginia'}, {'percentage': '0.006578', 'region': 'Washington'}, {'percentage': '0.00185', 'region': 'West Virginia'}, {'percentage': '0.013361', 'region': 'Mississippi'}, {'percentage': '0.030627', 'region': 'Michigan'}, {'percentage': '0.000206', 'region': 'Wyoming'}, {'percentage': '0.092292', 'region': 'Florida'}, {'percentage': '0.000822', 'region': 'New Hampshire'}, {'percentage': '0.013361', 'region': 'Alabama'}, {'percentage': '0.000206', 'region': 'Alaska'}, {'percentage': '0.006783', 'region': 'Arizona'}, {'percentage': '0.010894', 'region': 'Arkansas'}, {'percentage': '0.105447', 'region': 'California'}, {'percentage': '0.004111', 'region': 'Colorado'}, {'percentage': '0.01665', 'region': 'Connecticut'}, {'percentage': '0.006578', 'region': 'Delaware'}, {'percentage': '0.003494', 'region': 'Washington, District of Columbia'}, {'percentage': '0.055293', 'region': 'Georgia'}, {'percentage': '0.021788', 'region': 'Massachusetts'}, {'percentage': '0.008428', 'region': 'Hawaii'}, {'percentage': '0.002261', 'region': 'Idaho'}, {'percentage': '0.021788', 'region': 'Illinois'}, {'percentage': '0.016855', 'region': 'Indiana'}, {'percentage': '0.003289', 'region': 'Iowa'}, {'percentage': '0.003494', 'region': 'Kansas'}, {'percentage': '0.010894', 'region': 'Kentucky'}, {'percentage': '0.049949', 'region': 'Louisiana'}, {'percentage': '0.000822', 'region': 'Maine'}, {'percentage': '0.04111', 'region': 'Maryland'}, {'percentage': '0.007811', 'region': 'Wisconsin'}]","[{'percentage': '0.329642', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.662505', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.007853', 'age': '18-24', 'gender': 'unknown'}]","{'lower_bound': '5000', 'upper_bound': '5999'}","{'lower_bound': '0', 'upper_bound': '99'}",2021-11-05,"Age group: Young adults (18-24)

Explanation: The ad appeals to young adults' desire for action and creativity in solving climate issues, without reliance on ""experts.""",Young,Young,"Age group: Young adults (18-24)

Explanation: The ad mentions ""young people"" and requires a commitment of 1-hour sessions, implying a demographic with a flexible schedule."
103,698056847836969.0,"Because of her concern for the impacts of climate change and its human rights dimension, Ava is an international affairs and environmental studies major at Northeastern University. 

Ava co-led New Jersey's first Girl Scout Astronomy Club, with the mission of engaging girls from traditionally underserved demographics in STEM and space science while promoting scientific literacy. She is involved in a variety of youth climate organizations - previously Fridays for Future Digital and Polluters Out, and she currently works with the Sunrise Movement and Boston-based youth climate coalitions. 

Growing up in a town and high school without any nonreligious-affinity groups, Ava was excited to join Northeastern’s Secular Humanist Society because of its dedication to inclusivity and pro-science worldview. Ava explains, “no subject in our conversations is taboo, and the open, tolerant, free society championed by the SSA empowers me to be a more outspoken advocate for not only secularism, but for other progressive causes I believe in.”

Read more about Ava and the other 2021 scholarship recipients at secularstudents.org/scholarships",SECULAR STUDENT ALLIANCE,"[{'percentage': '0.000529', 'region': 'New Hampshire'}, {'percentage': '0.038604', 'region': 'Pennsylvania'}, {'percentage': '0.00899', 'region': 'Nevada'}, {'percentage': '0.047065', 'region': 'New Jersey'}, {'percentage': '0.001586', 'region': 'New Mexico'}, {'percentage': '0.03596', 'region': 'New York'}, {'percentage': '0.048123', 'region': 'North Carolina'}, {'percentage': '0.04918', 'region': 'Ohio'}, {'percentage': '0.003702', 'region': 'Oklahoma'}, {'percentage': '0.002115', 'region': 'Oregon'}, {'percentage': '0.002644', 'region': 'Rhode Island'}, {'percentage': '0.020095', 'region': 'Missouri'}, {'percentage': '0.011634', 'region': 'South Carolina'}, {'percentage': '0.012692', 'region': 'Tennessee'}, {'percentage': '0.102062', 'region': 'Texas'}, {'percentage': '0.002115', 'region': 'Utah'}, {'percentage': '0.046007', 'region': 'Virginia'}, {'percentage': '0.002644', 'region': 'Washington'}, {'percentage': '0.003702', 'region': 'Wisconsin'}, {'percentage': '0.001586', 'region': 'Idaho'}, {'percentage': '0.001058', 'region': 'Montana'}, {'percentage': '0.001586', 'region': 'Nebraska'}, {'percentage': '0.023268', 'region': 'Mississippi'}, {'percentage': '0.008461', 'region': 'Alabama'}, {'percentage': '0.088313', 'region': 'Georgia'}, {'percentage': '0.003702', 'region': 'Arizona'}, {'percentage': '0.008461', 'region': 'Arkansas'}, {'percentage': '0.099418', 'region': 'California'}, {'percentage': '0.000529', 'region': 'Colorado'}, {'percentage': '0.006875', 'region': 'Connecticut'}, {'percentage': '0.005817', 'region': 'Delaware'}, {'percentage': '0.003173', 'region': 'Washington, District of Columbia'}, {'percentage': '0.085669', 'region': 'Florida'}, {'percentage': '0.005817', 'region': 'Hawaii'}, {'percentage': '0.001586', 'region': 'Minnesota'}, {'percentage': '0.015336', 'region': 'Illinois'}, {'percentage': '0.015336', 'region': 'Indiana'}, {'percentage': '0.002115', 'region': 'Iowa'}, {'percentage': '0.002115', 'region': 'Kansas'}, {'percentage': '0.012163', 'region': 'Kentucky'}, {'percentage': '0.063987', 'region': 'Louisiana'}, {'percentage': '0.04918', 'region': 'Maryland'}, {'percentage': '0.015865', 'region': 'Massachusetts'}, {'percentage': '0.038604', 'region': 'Michigan'}, {'percentage': '0.000529', 'region': 'Vermont'}]","[{'percentage': '0.005799', 'age': '18-24', 'gender': 'unknown'}, {'percentage': '0.271481', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.72272', 'age': '18-24', 'gender': 'female'}]","{'lower_bound': '2000', 'upper_bound': '2999'}","{'lower_bound': '0', 'upper_bound': '99'}",2021-11-04,"Age group: Young adults (18-24)
Explanation: The focus on university, youth climate organizations, and a scholarship indicates a target audience of young adults.",Young,Young,"Age group: Young adults (18-24)

Explanation: Ava is a university student, leading youth climate organizations, and involved in campus groups, indicating she is likely between 18-24 years old."
104,1059117091492189.0,"On November 2nd, reproductive rights, health care, voting rights, fighting COVID-19, ending climate change are all on the ballot.

Virginia, go vote!","Voters Of Tomorrow Action, Inc.","[{'percentage': '1', 'region': 'Virginia'}]","[{'percentage': '0.479803', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.509076', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.011122', 'age': '18-24', 'gender': 'unknown'}]","{'lower_bound': '10000', 'upper_bound': '14999'}","{'lower_bound': '100', 'upper_bound': '199'}",2021-10-20,"Age group: Young adults (18-24)
Explanation: They prioritize reproductive rights and climate change, are newly eligible voters, and motivated to engage in elections.",Young,Young,"Age group: Young adults (18-24)
Explanation: The ad mentions reproductive rights and climate change, issues that resonate strongly with younger voters."
105,869539010357066.0,Climate change affects all people in every corner of the globe. Take action and bring real change to wherever you call home. Become a TCI Ambassador today.,Kennebunkport Climate Initiative,"[{'percentage': '3.0E-6', 'region': 'Yangon'}, {'percentage': '0.006615', 'region': 'Oregon'}, {'percentage': '0.004557', 'region': 'Nebraska'}, {'percentage': '0.009584', 'region': 'Nevada'}, {'percentage': '0.002502', 'region': 'New Hampshire'}, {'percentage': '0.029086', 'region': 'New Jersey'}, {'percentage': '0.005818', 'region': 'New Mexico'}, {'percentage': '0.042683', 'region': 'New York'}, {'percentage': '0.041251', 'region': 'North Carolina'}, {'percentage': '0.001173', 'region': 'North Dakota'}, {'percentage': '0.032052', 'region': 'Ohio'}, {'percentage': '0.00901', 'region': 'Oklahoma'}, {'percentage': '0.036917', 'region': 'Pennsylvania'}, {'percentage': '0.01395', 'region': 'Missouri'}, {'percentage': '0.003228', 'region': 'Rhode Island'}, {'percentage': '0.015052', 'region': 'South Carolina'}, {'percentage': '0.001698', 'region': 'South Dakota'}, {'percentage': '0.02158', 'region': 'Tennessee'}, {'percentage': '0.127152', 'region': 'Texas'}, {'percentage': '0.008897', 'region': 'Utah'}, {'percentage': '0.001381', 'region': 'Vermont'}, {'percentage': '0.028253', 'region': 'Virginia'}, {'percentage': '0.011607', 'region': 'Washington'}, {'percentage': '0.002771', 'region': 'West Virginia'}, {'percentage': '0.011237', 'region': 'Wisconsin'}, {'percentage': '0.001692', 'region': 'Montana'}, {'percentage': '0.01595', 'region': 'Mississippi'}, {'percentage': '0.00717', 'region': 'Unknown'}, {'percentage': '0.042589', 'region': 'Georgia'}, {'percentage': '0.015143', 'region': 'Alabama'}, {'percentage': '0.001462', 'region': 'Alaska'}, {'percentage': '0.015337', 'region': 'Arizona'}, {'percentage': '0.010194', 'region': 'Arkansas'}, {'percentage': '0.138097', 'region': 'California'}, {'percentage': '0.009254', 'region': 'Colorado'}, {'percentage': '0.008741', 'region': 'Connecticut'}, {'percentage': '0.004988', 'region': 'Delaware'}, {'percentage': '0.00352', 'region': 'Washington, District of Columbia'}, {'percentage': '0.067945', 'region': 'Florida'}, {'percentage': '0.007289', 'region': 'Hawaii'}, {'percentage': '0.008855', 'region': 'Minnesota'}, {'percentage': '0.00351', 'region': 'Idaho'}, {'percentage': '0.026565', 'region': 'Illinois'}, {'percentage': '0.019862', 'region': 'Indiana'}, {'percentage': '0.005435', 'region': 'Iowa'}, {'percentage': '0.006262', 'region': 'Kansas'}, {'percentage': '0.012002', 'region': 'Kentucky'}, {'percentage': '0.025657', 'region': 'Louisiana'}, {'percentage': '0.002324', 'region': 'Maine'}, {'percentage': '0.029193', 'region': 'Maryland'}, {'percentage': '0.017486', 'region': 'Massachusetts'}, {'percentage': '0.024458', 'region': 'Michigan'}, {'percentage': '0.000959', 'region': 'Wyoming'}]","[{'percentage': '0.019834', 'age': '18-24', 'gender': 'unknown'}, {'percentage': '0.543774', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.354722', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.040991', 'age': '13-17', 'gender': 'male'}, {'percentage': '0.012307', 'age': '13-17', 'gender': 'unknown'}, {'percentage': '0.028371', 'age': '13-17', 'gender': 'female'}]","{'lower_bound': '500000', 'upper_bound': '599999'}","{'lower_bound': '900', 'upper_bound': '999'}",2021-10-06,"Age group: Young adults (18-24)
Explanation: They're passionate about climate action, eager to engage, and likely to become ambassadors for meaningful change.",Young,Young,"Age group: Young adults (18-24)

Explanation: The call to ""become an Ambassador"" and ""take action"" appeals to the energy and idealism of young adults."
106,236404121779022.0,"Our democracy is under assault, our planet is in crisis, and despite her own words, Senator Sinema has stonewalled meaningful change at every turn.

We are tired of pretty talk — Gen Z wants action.","Voters Of Tomorrow Action, Inc.","[{'percentage': '0.063973', 'region': 'Arizona'}, {'percentage': '0.151515', 'region': 'Georgia'}, {'percentage': '0.090909', 'region': 'Michigan'}, {'percentage': '0.30303', 'region': 'Pennsylvania'}, {'percentage': '0.367003', 'region': 'Texas'}, {'percentage': '0.023569', 'region': 'Wisconsin'}]","[{'percentage': '0.016667', 'age': '13-17', 'gender': 'unknown'}, {'percentage': '0.176667', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.106667', 'age': '13-17', 'gender': 'male'}, {'percentage': '0.32', 'age': '13-17', 'gender': 'female'}, {'percentage': '0.35', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.03', 'age': '18-24', 'gender': 'unknown'}]","{'lower_bound': '0', 'upper_bound': '999'}","{'lower_bound': '0', 'upper_bound': '99'}",2021-09-26,"Age group: Young adults (18-24)  
Explanation: The ad’s urgent tone and call for action align with Gen Z’s activism and demand for immediate, meaningful change.",Young,Young,"Age group: Young adults (18-24)
Explanation: The ad mentions ""Gen Z"" who are typically considered young adults, indicating the target audience is most likely this age group."
107,593378855038824.0,"Our democracy is under assault, our planet is in crisis, and despite his own words, Senator Manchin has stonewalled meaningful change at every turn.

We are tired of pretty talk — Gen Z wants action.","Voters Of Tomorrow Action, Inc.","[{'percentage': '0.108179', 'region': 'Arizona'}, {'percentage': '0.182058', 'region': 'Georgia'}, {'percentage': '0.118734', 'region': 'Michigan'}, {'percentage': '0.245383', 'region': 'Pennsylvania'}, {'percentage': '0.271768', 'region': 'Texas'}, {'percentage': '0.073879', 'region': 'Wisconsin'}]","[{'percentage': '0.826772', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.170604', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.002625', 'age': '18-24', 'gender': 'unknown'}]","{'lower_bound': '0', 'upper_bound': '999'}","{'lower_bound': '0', 'upper_bound': '99'}",2021-09-25,"Age group: Young adults (18-24)
Explanation: The ad specifically mentions ""Gen Z,"" who primarily fall within the 18-24 age range, focusing on their desire for action.",Young,Young,"Age group: Young adults (18-24)

Explanation: The ad explicitly mentions ""Gen Z wants action,"" implying a focus on young adults who are likely part of this generation."
108,594664368330854.0,Together we can still stop global warming. Sign up for our free training to learn how.,The Climate Reality Project,"[{'percentage': '0.019007', 'region': 'Alabama'}, {'percentage': '0.083358', 'region': 'North Carolina'}, {'percentage': '0.006108', 'region': 'West Virginia'}, {'percentage': '0.1674', 'region': 'Texas'}, {'percentage': '0.003713', 'region': 'South Dakota'}, {'percentage': '0.022965', 'region': 'South Carolina'}, {'percentage': '0.121225', 'region': 'Pennsylvania'}, {'percentage': '0.015391', 'region': 'Oklahoma'}, {'percentage': '0.075442', 'region': 'Ohio'}, {'percentage': '0.00342', 'region': 'North Dakota'}, {'percentage': '0.01114', 'region': 'Nebraska'}, {'percentage': '0.005863', 'region': 'Alaska'}, {'percentage': '0.010652', 'region': 'Montana'}, {'percentage': '0.010554', 'region': 'Mississippi'}, {'percentage': '0.074318', 'region': 'Michigan'}, {'percentage': '0.03049', 'region': 'Louisiana'}, {'percentage': '0.02189', 'region': 'Kentucky'}, {'percentage': '0.014805', 'region': 'Kansas'}, {'percentage': '0.07769', 'region': 'Georgia'}, {'percentage': '0.172823', 'region': 'Florida'}, {'percentage': '0.048422', 'region': 'Arizona'}, {'percentage': '0.003323', 'region': 'Wyoming'}]","[{'percentage': '0.717425', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.065149', 'age': '18-24', 'gender': 'unknown'}, {'percentage': '0.217425', 'age': '18-24', 'gender': 'male'}]","{'lower_bound': '25000', 'upper_bound': '29999'}","{'lower_bound': '300', 'upper_bound': '399'}",2021-09-07,"Age group: Young adults (18-24)
Explanation: They're motivated to combat climate change and eager to participate in free training to make a meaningful impact.",Young,Young,"Age group: Young adults (18-24)
Explanation: This age group is more likely to be idealistic, environmentally conscious, and open to training to make a difference."
